area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Licensed Fixed Wireless,0.983539095,0.983539095,0.940035273,0.902998236,0,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Licensed Fixed Wireless,0.897119342,0.884773663,0.874779541,0.848324515,0,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.990887900,0.403263403
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.990887900,0.408984954
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,All Wired,0.998516635,0.997880907,0.997457088,0.990887900,0.990887900,0.403263403
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,All Wired,0.998516635,0.997880907,0.997457088,0.990887900,0.990887900,0.408984954
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.990887900,0.403263403
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.990887900,0.408984954
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,All Wired and Licensed Fixed Wireless,0.999576181,0.999364272,0.999364272,0.993854630,0.990887900,0.403263403
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,All Wired and Licensed Fixed Wireless,0.999788091,0.999788091,0.999788091,0.993218902,0.990887900,0.408984954
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Copper,0.466412376,0.161898707,0,0,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Copper,0.469379106,0.164865438,0,0,0,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Cable/Fiber,0.997457088,0.997457088,0.997457088,0.990887900,0.990887900,0.403263403
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Cable/Fiber,0.997457088,0.997457088,0.997457088,0.990887900,0.990887900,0.408984954
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Cable,0.990675991,0.990675991,0.990675991,0.990675991,0.990675991,0.357279085
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Cable,0.990675991,0.990675991,0.990675991,0.990675991,0.990675991,0.357279085
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Fiber,0.918626828,0.918626828,0.918626828,0.067810977,0.067810977,0.050858233
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Fiber,0.924560288,0.924560288,0.924560288,0.136257682,0.115914389,0.056791693
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,All Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
