area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,All Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,All Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Licensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Licensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,0800925,Akron,"Akron, CO",977,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.545547595
Total,Census Place,0800925,Akron,"Akron, CO",977,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.553735926
Total,Census Place,0800925,Akron,"Akron, CO",977,R,All Wired,0.889457523,0.649948823,0.477993859,0.024564995,0.024564995,0.024564995
